"","date","Airport","Air_MonthAvg","std","precision","Region","BVS","CAB","CAN","EYS","RHM","SQR","TIN","TIS","WDD"
"24",2013-12-01,"CORDOVA AIRPORT",-3.9,7.2,0.0192901234567901,"CR",3.94,0.14,NA,2.66,0.63,2.98,1.3,-1.89,NA
"25",2014-01-01,"CORDOVA AIRPORT",2.34,5.8,0.0297265160523187,"CR",2.56,0.51,NA,1.82,0.67,2.29,1,0.62,NA
"26",2014-02-01,"CORDOVA AIRPORT",-4.91,7.75,0.0166493236212279,"CR",2.02,0.05,NA,1.81,0.48,3.26,0.03,-0.23,NA
"27",2014-03-01,"CORDOVA AIRPORT",-0.92,5.825,0.0294719003849767,"CR",1.63,0.02,NA,0.33,0.21,2.39,0.36,-0.74,NA
"28",2014-04-01,"CORDOVA AIRPORT",2.87,5.8,0.0297265160523187,"CR",1.5,1.21,NA,3.55,4.47,5.62,5.55,5.06,NA
"29",2014-05-01,"CORDOVA AIRPORT",9.15,6.075,0.0270961404934885,"CR",8.46,10.57,NA,15.39,13.52,14.38,15.64,14.26,NA
"30",2014-06-01,"CORDOVA AIRPORT",9.68,5.275,0.0359380966285573,"CR",10.87,12.95,NA,15.86,13.41,15.17,15.6,16.42,NA
"31",2014-07-01,"CORDOVA AIRPORT",12.36,5.125,0.0380725758477097,"CR",12.87,15.04,NA,NA,15.45,16.8,NA,18.04,NA
"32",2014-08-01,"CORDOVA AIRPORT",12.12,4.025,0.0617260136568805,"CR",NA,13.22,NA,NA,12.91,16.93,NA,17.16,NA
"33",2014-09-01,"CORDOVA AIRPORT",10.15,4.975,0.0404030201257544,"CR",NA,10.68,NA,NA,10.26,NA,NA,NA,NA
"34",2014-10-01,"CORDOVA AIRPORT",4.4,5.4,0.0342935528120713,"CR",NA,5.14,NA,NA,5.73,NA,NA,NA,NA
"35",2014-11-01,"CORDOVA AIRPORT",1.77,6.225,0.025806035386526,"CR",NA,2.5,NA,NA,3.92,NA,NA,NA,NA
"36",2014-12-01,"CORDOVA AIRPORT",1.53,4.275,0.0547176909134434,"CR",NA,1.21,NA,NA,2.3,NA,NA,NA,NA
"37",2015-01-01,"CORDOVA AIRPORT",-0.91,5.925,0.0284854635119016,"CR",NA,0.67,NA,NA,1.57,NA,NA,NA,NA
"38",2015-02-01,"CORDOVA AIRPORT",0.21,5.675,0.0310504764307477,"CR",NA,0.57,NA,NA,2.07,NA,NA,NA,NA
"39",2015-03-01,"CORDOVA AIRPORT",0.64,7.2,0.0192901234567901,"CR",NA,1.32,NA,NA,3.96,NA,NA,NA,NA
"40",2015-04-01,"CORDOVA AIRPORT",3.68,4.7,0.0452693526482571,"CR",NA,4.4,NA,NA,6.04,NA,NA,NA,NA
"41",2015-05-01,"CORDOVA AIRPORT",8.71,5.95,0.028246592754749,"CR",NA,12.48,NA,NA,13.52,NA,NA,14.42,NA
"42",2015-06-01,"CORDOVA AIRPORT",11.28,6.25,0.0256,"CR",NA,14.45,17.05,NA,13.28,NA,NA,15.77,16.21
"43",2015-07-01,"CORDOVA AIRPORT",12.82,5.15,0.0377038363653502,"CR",NA,16,19.05,NA,13.99,NA,NA,17.31,17.48
"44",2015-08-01,"CORDOVA AIRPORT",12.48,5.125,0.0380725758477097,"CR",NA,15.77,18.08,NA,13.4,NA,NA,16.29,17.38
"45",2015-09-01,"CORDOVA AIRPORT",7.94,5.525,0.0327593620114248,"CR",NA,10,12.83,NA,8.78,NA,NA,10.47,12.82
"46",2015-10-01,"CORDOVA AIRPORT",6.36,4.7,0.0452693526482571,"CR",NA,6.41,NA,NA,6.09,NA,NA,6.91,NA
"47",2015-11-01,"CORDOVA AIRPORT",-0.7,6.5,0.0236686390532544,"CR",NA,2.16,NA,NA,1.81,NA,NA,2.88,NA
"48",2015-12-01,"CORDOVA AIRPORT",-1.38,5.4,0.0342935528120713,"CR",NA,0.83,NA,NA,0.71,NA,NA,2.03,NA
"49",2016-01-01,"CORDOVA AIRPORT",2.16,4,0.0625,"CR",NA,1.23,NA,NA,1.44,NA,NA,2.02,NA
"50",2016-02-01,"CORDOVA AIRPORT",2.56,4.275,0.0547176909134434,"CR",NA,1.64,NA,NA,2.48,NA,NA,2.81,NA
"51",2016-03-01,"CORDOVA AIRPORT",3.56,6.775,0.0217861957217358,"CR",NA,3.5,NA,NA,4.7,NA,NA,4.92,NA
"52",2016-04-01,"CORDOVA AIRPORT",5.7,4.85,0.0425124880433627,"CR",NA,7.29,NA,NA,8.12,NA,NA,8.54,NA
"53",2016-05-01,"CORDOVA AIRPORT",8.82,5.95,0.028246592754749,"CR",NA,12.47,NA,NA,12.87,NA,NA,14.21,NA
"54",2016-06-01,"CORDOVA AIRPORT",11.72,5.975,0.0280107140981425,"CR",NA,15.73,19.04,NA,14.51,NA,NA,17.45,18.58
"55",2016-07-01,"CORDOVA AIRPORT",13.8,4.575,0.047776881961241,"CR",NA,NA,19.64,NA,15.31,NA,NA,17.38,19.55
"56",2016-08-01,"CORDOVA AIRPORT",13.06,5.975,0.0280107140981425,"CR",NA,NA,16.44,NA,12.78,NA,NA,15.3,15.27
"57",2016-09-01,"CORDOVA AIRPORT",9.21,5.4,0.0342935528120713,"CR",NA,NA,12.93,NA,10.17,NA,NA,12.37,12.84
"58",2016-10-01,"CORDOVA AIRPORT",3.84,5.525,0.0327593620114248,"CR",NA,NA,5.28,NA,6.04,NA,NA,5.02,4.91
"59",2016-11-01,"CORDOVA AIRPORT",1.58,5.4,0.0342935528120713,"CR",NA,1.2,3.25,NA,4.35,NA,NA,2.83,3.18
"60",2016-12-01,"CORDOVA AIRPORT",-3.24,5.4,0.0342935528120713,"CR",NA,0.35,0.53,NA,2.14,NA,NA,0.2,1.43
"61",2017-01-01,"CORDOVA AIRPORT",-4.73,6.075,0.0270961404934885,"CR",NA,0.07,-0.56,NA,1.07,NA,NA,-1.12,0.81
"62",2017-02-01,"CORDOVA AIRPORT",-2.32,5.1,0.0384467512495194,"CR",NA,0.09,-0.27,NA,0.37,NA,NA,-1.04,0.5
"63",2017-03-01,"CORDOVA AIRPORT",-4.02,6.075,0.0270961404934885,"CR",NA,0.07,-1.14,NA,0.12,NA,NA,-1.46,0.34
"64",2017-04-01,"CORDOVA AIRPORT",4.27,5.4,0.0342935528120713,"CR",NA,0.91,2.54,NA,3.13,NA,NA,5.31,3.6
"65",2017-05-01,"CORDOVA AIRPORT",6.4,6.375,0.0246059207996924,"CR",NA,7.24,12.15,NA,7.01,NA,NA,11.67,10.81
"66",2017-06-01,"CORDOVA AIRPORT",10.48,5.15,0.0377038363653502,"CR",NA,13.18,16.48,15.93,9.08,NA,NA,15.89,15.05
"67",2017-07-01,"CORDOVA AIRPORT",12.55,4.875,0.042077580539119,"CR",NA,15.57,18.39,17.94,10.8,NA,NA,17.88,17.08
"68",2017-08-01,"CORDOVA AIRPORT",12.03,5.7,0.0307787011388119,"CR",NA,13.82,16.58,16.06,10.73,NA,NA,15.39,16.1
"69",2017-09-01,"CORDOVA AIRPORT",9.49,4.45,0.0504986744097967,"CR",NA,10.04,11.92,11.69,9.08,NA,NA,11.31,11.32
"70",2017-10-01,"CORDOVA AIRPORT",4.4,5.25,0.036281179138322,"CR",NA,5.49,7.17,7.34,5.27,NA,NA,5.67,7.85
"71",2017-11-01,"CORDOVA AIRPORT",-1.54,6.5,0.0236686390532544,"CR",NA,1.43,NA,NA,1.9,NA,NA,2.31,NA
"72",2017-12-01,"CORDOVA AIRPORT",-0.34,6.375,0.0246059207996924,"CR",NA,1.06,NA,NA,1.37,NA,NA,1.66,NA
"73",2018-01-01,"CORDOVA AIRPORT",-1.48,6.375,0.0246059207996924,"CR",NA,0.38,NA,NA,0.37,NA,NA,0.89,NA
"74",2018-02-01,"CORDOVA AIRPORT",-3.75,6.9,0.0210039907582441,"CR",NA,0.08,NA,NA,0.33,NA,NA,0.3,NA
"75",2018-03-01,"CORDOVA AIRPORT",-0.1,5.675,0.0310504764307477,"CR",NA,0.26,NA,NA,0.96,NA,NA,0.29,NA
"76",2018-04-01,"CORDOVA AIRPORT",3.23,5.4,0.0342935528120713,"CR",NA,1.7,NA,NA,3.71,NA,NA,4.22,NA
"77",2018-05-01,"CORDOVA AIRPORT",6.37,5.25,0.036281179138322,"CR",NA,6.52,NA,NA,5.28,NA,NA,10.43,NA
"78",2018-06-01,"CORDOVA AIRPORT",10.43,5,0.04,"CR",NA,12.69,16.12,15.78,9.56,NA,NA,15.82,15.68
"79",2018-07-01,"CORDOVA AIRPORT",12.96,5.85,0.0292205420410549,"CR",NA,14.72,18.03,17.46,11.41,NA,NA,NA,17.11
"80",2018-08-01,"CORDOVA AIRPORT",12,5,0.04,"CR",NA,13.11,15.96,15.58,11.03,NA,NA,NA,15.46
"81",2018-09-01,"CORDOVA AIRPORT",10.16,6.225,0.025806035386526,"CR",NA,11.56,15.08,14.59,9.2,NA,NA,NA,14.03
"82",2018-10-01,"CORDOVA AIRPORT",7.12,5.525,0.0327593620114248,"CR",NA,7.56,8.43,8.22,7.05,NA,NA,NA,8.51
"83",2018-11-01,"CORDOVA AIRPORT",2.61,5.125,0.0380725758477097,"CR",NA,3.53,4.27,4.47,3.04,NA,NA,NA,3.95
"84",2018-12-01,"CORDOVA AIRPORT",1.66,3.875,0.0665972944849116,"CR",NA,1.9,2.5,2.97,1.4,NA,NA,NA,2.47
"85",2019-01-01,"CORDOVA AIRPORT",-2.62,6.775,0.0217861957217358,"CR",NA,0.43,1.58,2.63,0.33,NA,NA,NA,1.06
"86",2019-02-01,"CORDOVA AIRPORT",-2.65,5.55,0.0324648973297622,"CR",NA,0.19,1.2,2.46,0.17,NA,NA,NA,0.84
"87",2019-03-01,"CORDOVA AIRPORT",3.62,6.65,0.0226129232856578,"CR",NA,0.68,0.61,2.36,1.15,NA,NA,NA,1.39
"88",2019-04-01,"CORDOVA AIRPORT",4.34,4.7,0.0452693526482571,"CR",NA,3.88,8.64,7.41,4.48,NA,NA,NA,5.72
"89",2019-05-01,"CORDOVA AIRPORT",8.41,4.975,0.0404030201257544,"CR",NA,9.74,12.79,12.75,7.99,NA,NA,NA,11.54
"90",2019-06-01,"CORDOVA AIRPORT",12.63,5.825,0.0294719003849767,"CR",NA,NA,17.77,17.55,11.47,NA,NA,NA,16.11
"91",2019-07-01,"CORDOVA AIRPORT",14.82,4.3,0.0540832882639265,"CR",NA,NA,20.38,19.78,13.59,NA,NA,NA,19.29
"92",2019-08-01,"CORDOVA AIRPORT",13.73,7.075,0.0199777747256178,"CR",NA,NA,19.2,18.56,12.79,NA,NA,NA,17.39
"93",2019-09-01,"CORDOVA AIRPORT",10.55,5.1,0.0384467512495194,"CR",NA,NA,13.28,13.03,NA,NA,NA,NA,13.21
"94",2019-10-01,"CORDOVA AIRPORT",5.78,4.675,0.0457548114043867,"CR",NA,NA,7.06,7.14,NA,NA,NA,NA,10.14
"95",2019-11-01,"CORDOVA AIRPORT",3.79,5.4,0.0342935528120713,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",2019-12-01,"CORDOVA AIRPORT",2.26,5.1,0.0384467512495194,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",2012-01-01,NA,-6.66,1.48256534425974,0.454959053685168,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",2012-02-01,NA,-3.84,5.18825596901309,0.0371498625455086,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",2012-03-01,NA,-0.0200000000000001,2.84552279906523,0.123502531801902,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",2012-04-01,NA,3.28,0.944457516249408,1.12107623318386,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",2012-05-01,NA,7.2,0.728010988928052,1.88679245283019,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",2012-06-01,NA,12.74,2.99048491051201,0.111819300011182,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",2012-07-01,NA,15.34,2.06470336852537,0.234576589256392,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",2012-08-01,NA,13.12,1.10995495404093,0.811688311688312,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",2012-09-01,NA,9.26,0.658027355054484,2.3094688221709,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",2012-10-01,NA,3.76,1.30307329034095,0.588928150765607,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",2012-11-01,NA,-1.7,2.93513202428783,0.116076610562972,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",2012-12-01,NA,-3.46,4.61009761284943,0.0470521808685833,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",2013-01-01,NA,-6.68,4.83032090031294,0.0428595919766844,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",2013-02-01,NA,-3.58,0.870057469366248,1.32100396301189,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",2013-03-01,NA,-0.42,2.90120664551838,0.118807175953428,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",2013-04-01,NA,3.6,1.46287388383278,0.467289719626168,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",2013-05-01,NA,7.48,1.44637477854116,0.478011472275334,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",2013-06-01,NA,11.82,2.59557315443044,0.148434021077631,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",2013-07-01,NA,14.48,1.30652210084637,0.585823081429408,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",2013-08-01,NA,13.92,2.44376758305695,0.167448091091762,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",2013-09-01,NA,10.62,1.39176147381654,0.516262261228704,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",2013-10-01,NA,4.46,2.12790977252326,0.220848056537102,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",2013-11-01,NA,-1.98,2.62811719677795,0.144780657304184,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",2013-12-01,NA,-6.12,4.1360609279845,0.0584556029695446,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",2014-01-01,NA,-1.66,1.48256534425974,0.454959053685168,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",2014-02-01,NA,-0.94,3.58928962330988,0.0776216719708143,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",2014-03-01,NA,1.88,3.00449663005303,0.110778774786751,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",2014-04-01,NA,4.34,2.1019038988498,0.226346763241286,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",2014-05-01,NA,8.68,2.00299775336869,0.249252243270189,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",2014-06-01,NA,12.8,2.61438329248027,0.146305779078274,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",2014-07-01,NA,14.32,2.98110717687238,0.112523911331158,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",2014-08-01,NA,13.44,1.62265215003093,0.379794910748196,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",2014-09-01,NA,10.06,1.48087811787466,0.455996352029184,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",2014-10-01,NA,5.48,1.82948080066449,0.298775022408127,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",2014-11-01,NA,-0.7,2.7046256672597,0.136705399863295,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",2014-12-01,NA,-4.98,2.79857106395389,0.127681307456588,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",2015-01-01,NA,-6.2,5.29858471669558,0.0356188780053428,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",2015-02-01,NA,-2.86,4.36038989082398,0.0525955924893494,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",2015-03-01,NA,-0.04,2.68756395272745,0.138446628824588,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",2015-04-01,NA,3.64,2.15708136146971,0.21491510853213,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",2015-05-01,NA,7.04,1.2837445228705,0.606796116504854,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",2015-06-01,NA,11.08,1.26964561984831,0.620347394540943,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",2015-07-01,NA,14.84,2.70610421085368,0.136556056261095,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",2015-08-01,NA,12.54,0.795612971236643,1.57977883096367,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",2015-09-01,NA,9.46,1.98443946745674,0.253936008125952,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",2015-10-01,NA,4.38,1.99674735507525,0.250815149235014,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",2015-11-01,NA,-2.12,3.69283089241844,0.0733299112708074,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",2015-12-01,NA,-6.36,2.58708329977989,0.149409831166891,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",2016-01-01,NA,-7.78,1.3736811857196,0.529941706412295,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",2016-02-01,NA,-3.86,3.68822450509727,0.0735131956186136,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",2016-03-01,NA,-0.22,3.89191469587914,0.0660196738628111,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",2016-04-01,NA,3.9,2.19772609758359,0.20703933747412,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",2016-05-01,NA,8.12,1.26372465355393,0.626174076393237,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",2016-06-01,NA,12.54,1.03344085462111,0.936329588014981,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",2016-07-01,NA,12.9,0.435889894354067,5.26315789473684,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",2016-08-01,NA,13.04,1.10136279218067,0.824402308326464,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",2016-09-01,NA,9.84,1.48087811787466,0.455996352029184,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",2016-10-01,NA,4.24,1.58524446064322,0.397930760047752,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",2016-11-01,NA,-3.92,2.93802654855262,0.115848007414272,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",2016-12-01,NA,-6.84,3.26772091831601,0.0936504963476306,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",2017-01-01,NA,-6.38,3.39587985653203,0.0867152271938952,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",2017-02-01,NA,-2.6,2.76043474836845,0.131233595800525,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",2017-03-01,NA,-1.72,2.59846108302587,0.148104265402844,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",2017-04-01,NA,3.68,1.21119775429118,0.681663258350375,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",2017-05-01,NA,7.48,0.906642156531451,1.21654501216545,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",2017-06-01,NA,10.34,2.39854122332721,0.173822353554667,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",2017-07-01,NA,13.76,2.14778956138631,0.216778668978973,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",2017-08-01,NA,13.24,0.550454357780915,3.3003300330033,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",2017-09-01,NA,10.08,0.772657750883274,1.6750418760469,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",2017-10-01,NA,3.34,2.15244047536744,0.215842866393266,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",2017-11-01,NA,-2.98,2.02410474037289,0.244081034903588,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",2017-12-01,NA,-6.82,1.91885382455256,0.271591526344378,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",2018-01-01,NA,-5.3,3.57980446393375,0.0780335544284042,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",2018-02-01,NA,-2.96,5.13351731272039,0.0379463438697681,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",2018-03-01,NA,-0.0799999999999999,3.27826173451724,0.0930492230389876,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",2018-04-01,NA,3.64,2.34478143970819,0.181884321571481,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",2018-05-01,NA,7.66,1.56620560591514,0.40766408479413,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",2018-06-01,NA,12.44,2.2378561169119,0.199680511182109,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",2018-07-01,NA,13.8,1.97863589374094,0.255427841634738,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",2018-08-01,NA,13.02,0.985900603509299,1.02880658436214,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",2018-09-01,NA,9.5,1.04163333279998,0.921658986175115,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",2018-10-01,NA,2.9,1.25299640861417,0.636942675159236,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",2018-11-01,NA,-3.04,1.7572706109191,0.323834196891192,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",2018-12-01,NA,-6.08,3.49456721211655,0.0818866688503112,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",2019-01-01,NA,-7.46,5.67873225288884,0.0310096750186058,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",2019-02-01,NA,-1.06,3.22536819603592,0.0961261174661156,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",2019-03-01,NA,0.86,2.48656389421225,0.161733786187935,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",2019-04-01,NA,3.24,2.79338504327635,0.128155837498398,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",2019-05-01,NA,7.38,1.05214067500501,0.903342366757,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",2019-06-01,NA,12.56,2.58804945856914,0.149298297999403,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",2019-07-01,NA,13.72,1.71084774307944,0.341646737273659,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",2019-08-01,NA,13.56,1.36124942607885,0.539665407447383,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",2019-09-01,NA,9.36,0.920869154657707,1.17924528301887,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",2019-10-01,NA,2.76,2.28100854886605,0.192196809532962,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",2019-11-01,NA,-3.28,2.0729206448873,0.232720502676286,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",2019-12-01,NA,-4.52,4.1948778289719,0.0568278683866568,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",2020-01-01,NA,-4.02,3.15705559026128,0.100331092605598,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",2020-02-01,NA,-1.76,3.49614072943296,0.0818129755379203,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",2020-03-01,NA,-3.68,1.91755052084684,0.27196083763938,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",2020-04-01,NA,2.46,0.826438140455776,1.46412884333821,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
