"","date","Airport","Air_MonthAvg","std","precision","Region","BVS","CAB","CAN","EYS","RHM","SQR","TIN","TIS","WDD"
"24",2013-12-01,"CORDOVA AIRPORT",-3.9,7.2,0.0192901234567901,"CR",3.94,0.14,NA,2.66,0.63,2.98,1.3,-1.89,NA
"25",2014-01-01,"CORDOVA AIRPORT",2.34,5.8,0.0297265160523187,"CR",2.56,0.51,NA,1.82,0.67,2.29,1,0.62,NA
"26",2014-02-01,"CORDOVA AIRPORT",-4.91,7.75,0.0166493236212279,"CR",2.02,0.05,NA,1.81,0.48,3.26,0.03,-0.23,NA
"27",2014-03-01,"CORDOVA AIRPORT",-0.92,5.825,0.0294719003849767,"CR",1.63,0.02,NA,0.33,0.21,2.39,0.36,-0.74,NA
"28",2014-04-01,"CORDOVA AIRPORT",2.87,5.8,0.0297265160523187,"CR",1.5,1.21,NA,3.55,4.47,5.62,5.55,5.06,NA
"29",2014-05-01,"CORDOVA AIRPORT",9.15,6.075,0.0270961404934885,"CR",8.46,10.57,NA,15.39,13.52,14.38,15.64,14.26,NA
"30",2014-06-01,"CORDOVA AIRPORT",9.68,5.275,0.0359380966285573,"CR",10.87,12.95,NA,15.86,13.41,15.17,15.6,16.42,NA
"31",2014-07-01,"CORDOVA AIRPORT",12.36,5.125,0.0380725758477097,"CR",12.87,15.04,NA,NA,15.45,16.8,NA,18.04,NA
"32",2014-08-01,"CORDOVA AIRPORT",12.12,4.025,0.0617260136568805,"CR",NA,13.22,NA,NA,12.91,16.93,NA,17.16,NA
"33",2014-09-01,"CORDOVA AIRPORT",10.15,4.975,0.0404030201257544,"CR",NA,10.68,NA,NA,10.26,NA,NA,NA,NA
"34",2014-10-01,"CORDOVA AIRPORT",4.4,5.4,0.0342935528120713,"CR",NA,5.14,NA,NA,5.73,NA,NA,NA,NA
"35",2014-11-01,"CORDOVA AIRPORT",1.77,6.225,0.025806035386526,"CR",NA,2.5,NA,NA,3.92,NA,NA,NA,NA
"36",2014-12-01,"CORDOVA AIRPORT",1.53,4.275,0.0547176909134434,"CR",NA,1.21,NA,NA,2.3,NA,NA,NA,NA
"37",2015-01-01,"CORDOVA AIRPORT",-0.91,5.925,0.0284854635119016,"CR",NA,0.67,NA,NA,1.57,NA,NA,NA,NA
"38",2015-02-01,"CORDOVA AIRPORT",0.21,5.675,0.0310504764307477,"CR",NA,0.57,NA,NA,2.07,NA,NA,NA,NA
"39",2015-03-01,"CORDOVA AIRPORT",0.64,7.2,0.0192901234567901,"CR",NA,1.32,NA,NA,3.96,NA,NA,NA,NA
"40",2015-04-01,"CORDOVA AIRPORT",3.68,4.7,0.0452693526482571,"CR",NA,4.4,NA,NA,6.04,NA,NA,NA,NA
"41",2015-05-01,"CORDOVA AIRPORT",8.71,5.95,0.028246592754749,"CR",NA,12.48,NA,NA,13.52,NA,NA,14.42,NA
"42",2015-06-01,"CORDOVA AIRPORT",11.28,6.25,0.0256,"CR",NA,14.45,17.05,NA,13.28,NA,NA,15.77,16.21
"43",2015-07-01,"CORDOVA AIRPORT",12.82,5.15,0.0377038363653502,"CR",NA,16,19.05,NA,13.99,NA,NA,17.31,17.48
"44",2015-08-01,"CORDOVA AIRPORT",12.48,5.125,0.0380725758477097,"CR",NA,15.77,18.08,NA,13.4,NA,NA,16.29,17.38
"45",2015-09-01,"CORDOVA AIRPORT",7.94,5.525,0.0327593620114248,"CR",NA,10,12.83,NA,8.78,NA,NA,10.47,12.82
"46",2015-10-01,"CORDOVA AIRPORT",6.36,4.7,0.0452693526482571,"CR",NA,6.41,NA,NA,6.09,NA,NA,6.91,NA
"47",2015-11-01,"CORDOVA AIRPORT",-0.7,6.5,0.0236686390532544,"CR",NA,2.16,NA,NA,1.81,NA,NA,2.88,NA
"48",2015-12-01,"CORDOVA AIRPORT",-1.38,5.4,0.0342935528120713,"CR",NA,0.83,NA,NA,0.71,NA,NA,2.03,NA
"49",2016-01-01,"CORDOVA AIRPORT",2.16,4,0.0625,"CR",NA,1.23,NA,NA,1.44,NA,NA,2.02,NA
"50",2016-02-01,"CORDOVA AIRPORT",2.56,4.275,0.0547176909134434,"CR",NA,1.64,NA,NA,2.48,NA,NA,2.81,NA
"51",2016-03-01,"CORDOVA AIRPORT",3.56,6.775,0.0217861957217358,"CR",NA,3.5,NA,NA,4.7,NA,NA,4.92,NA
"52",2016-04-01,"CORDOVA AIRPORT",5.7,4.85,0.0425124880433627,"CR",NA,7.29,NA,NA,8.12,NA,NA,8.54,NA
"53",2016-05-01,"CORDOVA AIRPORT",8.82,5.95,0.028246592754749,"CR",NA,12.47,NA,NA,12.87,NA,NA,14.21,NA
"54",2016-06-01,"CORDOVA AIRPORT",11.72,5.975,0.0280107140981425,"CR",NA,15.73,19.04,NA,14.51,NA,NA,17.45,18.58
"55",2016-07-01,"CORDOVA AIRPORT",13.8,4.575,0.047776881961241,"CR",NA,NA,19.64,NA,15.31,NA,NA,17.38,19.55
"56",2016-08-01,"CORDOVA AIRPORT",13.06,5.975,0.0280107140981425,"CR",NA,NA,16.44,NA,12.78,NA,NA,15.3,15.27
"57",2016-09-01,"CORDOVA AIRPORT",9.21,5.4,0.0342935528120713,"CR",NA,NA,12.93,NA,10.17,NA,NA,12.37,12.84
"58",2016-10-01,"CORDOVA AIRPORT",3.84,5.525,0.0327593620114248,"CR",NA,NA,5.28,NA,6.04,NA,NA,5.02,4.91
"59",2016-11-01,"CORDOVA AIRPORT",1.58,5.4,0.0342935528120713,"CR",NA,1.2,3.25,NA,4.35,NA,NA,2.83,3.18
"60",2016-12-01,"CORDOVA AIRPORT",-3.24,5.4,0.0342935528120713,"CR",NA,0.35,0.53,NA,2.14,NA,NA,0.2,1.43
"61",2017-01-01,"CORDOVA AIRPORT",-4.73,6.075,0.0270961404934885,"CR",NA,0.07,-0.56,NA,1.07,NA,NA,-1.12,0.81
"62",2017-02-01,"CORDOVA AIRPORT",-2.32,5.1,0.0384467512495194,"CR",NA,0.09,-0.27,NA,0.37,NA,NA,-1.04,0.5
"63",2017-03-01,"CORDOVA AIRPORT",-4.02,6.075,0.0270961404934885,"CR",NA,0.07,-1.14,NA,0.12,NA,NA,-1.46,0.34
"64",2017-04-01,"CORDOVA AIRPORT",4.27,5.4,0.0342935528120713,"CR",NA,0.91,2.54,NA,3.13,NA,NA,5.31,3.6
"65",2017-05-01,"CORDOVA AIRPORT",6.4,6.375,0.0246059207996924,"CR",NA,7.24,12.15,NA,7.01,NA,NA,11.67,10.81
"66",2017-06-01,"CORDOVA AIRPORT",10.48,5.15,0.0377038363653502,"CR",NA,13.18,16.48,15.93,9.08,NA,NA,15.89,15.05
"67",2017-07-01,"CORDOVA AIRPORT",12.55,4.875,0.042077580539119,"CR",NA,15.57,18.39,17.94,10.8,NA,NA,17.88,17.08
"68",2017-08-01,"CORDOVA AIRPORT",12.03,5.7,0.0307787011388119,"CR",NA,13.82,16.58,16.06,10.73,NA,NA,15.39,16.1
"69",2017-09-01,"CORDOVA AIRPORT",9.49,4.45,0.0504986744097967,"CR",NA,10.04,11.92,11.69,9.08,NA,NA,11.31,11.32
"70",2017-10-01,"CORDOVA AIRPORT",4.4,5.25,0.036281179138322,"CR",NA,5.49,7.17,7.34,5.27,NA,NA,5.67,7.85
"71",2017-11-01,"CORDOVA AIRPORT",-1.54,6.5,0.0236686390532544,"CR",NA,1.43,NA,NA,1.9,NA,NA,2.31,NA
"72",2017-12-01,"CORDOVA AIRPORT",-0.34,6.375,0.0246059207996924,"CR",NA,1.06,NA,NA,1.37,NA,NA,1.66,NA
"73",2018-01-01,"CORDOVA AIRPORT",-1.48,6.375,0.0246059207996924,"CR",NA,0.38,NA,NA,0.37,NA,NA,0.89,NA
"74",2018-02-01,"CORDOVA AIRPORT",-3.75,6.9,0.0210039907582441,"CR",NA,0.08,NA,NA,0.33,NA,NA,0.3,NA
"75",2018-03-01,"CORDOVA AIRPORT",-0.1,5.675,0.0310504764307477,"CR",NA,0.26,NA,NA,0.96,NA,NA,0.29,NA
"76",2018-04-01,"CORDOVA AIRPORT",3.23,5.4,0.0342935528120713,"CR",NA,1.7,NA,NA,3.71,NA,NA,4.22,NA
"77",2018-05-01,"CORDOVA AIRPORT",6.37,5.25,0.036281179138322,"CR",NA,6.52,NA,NA,5.28,NA,NA,10.43,NA
"78",2018-06-01,"CORDOVA AIRPORT",10.43,5,0.04,"CR",NA,12.69,16.12,15.78,9.56,NA,NA,15.82,15.68
"79",2018-07-01,"CORDOVA AIRPORT",12.96,5.85,0.0292205420410549,"CR",NA,14.72,18.03,17.46,11.41,NA,NA,NA,17.11
"80",2018-08-01,"CORDOVA AIRPORT",12,5,0.04,"CR",NA,13.11,15.96,15.58,11.03,NA,NA,NA,15.46
"81",2018-09-01,"CORDOVA AIRPORT",10.16,6.225,0.025806035386526,"CR",NA,11.56,15.08,14.59,9.2,NA,NA,NA,14.03
"82",2018-10-01,"CORDOVA AIRPORT",7.12,5.525,0.0327593620114248,"CR",NA,7.56,8.43,8.22,7.05,NA,NA,NA,8.51
"83",2018-11-01,"CORDOVA AIRPORT",2.61,5.125,0.0380725758477097,"CR",NA,3.53,4.27,4.47,3.04,NA,NA,NA,3.95
"84",2018-12-01,"CORDOVA AIRPORT",1.66,3.875,0.0665972944849116,"CR",NA,1.9,2.5,2.97,1.4,NA,NA,NA,2.47
"85",2019-01-01,"CORDOVA AIRPORT",-2.62,6.775,0.0217861957217358,"CR",NA,0.43,1.58,2.63,0.33,NA,NA,NA,1.06
"86",2019-02-01,"CORDOVA AIRPORT",-2.65,5.55,0.0324648973297622,"CR",NA,0.19,1.2,2.46,0.17,NA,NA,NA,0.84
"87",2019-03-01,"CORDOVA AIRPORT",3.62,6.65,0.0226129232856578,"CR",NA,0.68,0.61,2.36,1.15,NA,NA,NA,1.39
"88",2019-04-01,"CORDOVA AIRPORT",4.34,4.7,0.0452693526482571,"CR",NA,3.88,8.64,7.41,4.48,NA,NA,NA,5.72
"89",2019-05-01,"CORDOVA AIRPORT",8.41,4.975,0.0404030201257544,"CR",NA,9.74,12.79,12.75,7.99,NA,NA,NA,11.54
"90",2019-06-01,"CORDOVA AIRPORT",12.63,5.825,0.0294719003849767,"CR",NA,NA,17.77,17.55,11.47,NA,NA,NA,16.11
"91",2019-07-01,"CORDOVA AIRPORT",14.82,4.3,0.0540832882639265,"CR",NA,NA,20.38,19.78,13.59,NA,NA,NA,19.29
"92",2019-08-01,"CORDOVA AIRPORT",13.73,7.075,0.0199777747256178,"CR",NA,NA,19.2,18.56,12.79,NA,NA,NA,17.39
"93",2019-09-01,"CORDOVA AIRPORT",10.55,5.1,0.0384467512495194,"CR",NA,NA,13.28,13.03,NA,NA,NA,NA,13.21
"94",2019-10-01,"CORDOVA AIRPORT",5.78,4.675,0.0457548114043867,"CR",NA,NA,7.06,7.14,NA,NA,NA,NA,10.14
"95",2019-11-01,"CORDOVA AIRPORT",3.79,5.4,0.0342935528120713,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",2019-12-01,"CORDOVA AIRPORT",2.26,5.1,0.0384467512495194,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",2012-01-01,NA,-8.35254288280299,4.46015694791114,0.0502689388227014,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",2012-02-01,NA,-3.22598008787359,4.19583126448145,0.0568020448736155,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",2012-03-01,NA,-3.33280077561131,3.8867724399558,0.0661944793804197,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",2012-04-01,NA,1.71634003820502,1.2280065146407,0.663129973474801,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",2012-05-01,NA,5.53733678972485,1.11937482551646,0.798084596967279,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",2012-06-01,NA,9.60174422721632,2.12438226315322,0.22158209616663,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",2012-07-01,NA,12.2366606635692,2.62868788561898,0.144717800289436,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",2012-08-01,NA,11.7204808378039,1.53525242224202,0.424268137462877,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",2012-09-01,NA,8.89046352064385,0.790569415042095,1.6,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",2012-10-01,NA,2.60854431689527,0.589067059000926,2.88184438040346,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",2012-11-01,NA,-2.32552670139835,1.03585713300628,0.931966449207829,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",2012-12-01,NA,0.209249177968061,2.04156802482798,0.239923224568138,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",2013-01-01,NA,-3.90681248724367,3.55640267686324,0.0790638836179633,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",2013-02-01,NA,-3.96189559573376,4.32180517839479,0.0535389227968733,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",2013-03-01,NA,-1.46429171487745,1.90078930973425,0.276778300581234,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",2013-04-01,NA,2.65445799226275,1.05924501414923,0.89126559714795,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",2013-05-01,NA,6.16005943686646,1.15238882327103,0.753012048192771,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",2013-06-01,NA,9.74971156408513,1.41598022585063,0.498753117206983,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",2013-07-01,NA,10.5877669409394,0.835463942968217,1.43266475644699,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",2013-08-01,NA,12.0263543385071,0.826438140455775,1.46412884333821,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",2013-09-01,NA,9.91103039066399,1.42653426176871,0.491400491400491,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",2013-10-01,NA,5.20279111292908,2.17370651192842,0.211640211640212,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",2013-11-01,NA,-1.55814444399847,4.84282975129211,0.0426384684262141,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",2013-12-01,NA,-3.75493536960416,5.1906646973196,0.03711539175296,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",2014-01-01,NA,-2.07621761848395,3.78259170410976,0.0698909700866648,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",2014-02-01,NA,-4.31870311469627,2.97270920205795,0.11316057485572,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",2014-03-01,NA,-3.50266523567802,3.70742498238332,0.0727537286285922,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",2014-04-01,NA,2.65445799226275,1.90709202714499,0.274951883420401,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",2014-05-01,NA,6.08221910597376,0.736206492772238,1.8450184501845,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",2014-06-01,NA,9.93467073517115,1.54434452114805,0.419287211740042,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",2014-07-01,NA,12.2366606635692,1.73637553541853,0.33167495854063,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",2014-08-01,NA,11.7860251593831,1.35203550249245,0.547045951859956,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",2014-09-01,NA,8.55877928788731,0.391152144312159,6.5359477124183,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",2014-10-01,NA,2.53224294054134,2.24388056723169,0.198609731876862,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",2014-11-01,NA,-0.598916622248616,2.37970586417734,0.176584849019954,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",2014-12-01,NA,0.0440748218192204,2.63666455962832,0.143843498273878,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",2015-01-01,NA,-1.762401355268,2.81282775867987,0.12639029322548,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",2015-02-01,NA,-0.349219466238358,3.83170980112012,0.0681106116332925,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",2015-03-01,NA,0.61654792093981,1.06677082824757,0.878734622144112,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",2015-04-01,NA,4.43194464205635,2.26340451532641,0.195198126097989,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",2015-05-01,NA,7.44442489659603,0.571839138219832,3.05810397553517,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",2015-06-01,NA,10.6930033366238,1.27553910171347,0.614628149969269,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",2015-07-01,NA,13.3359231453225,0.814248119432892,1.50829562594268,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",2015-08-01,NA,11.9608100169279,0.860232526704262,1.35135135135135,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",2015-09-01,NA,8.38018008563379,1.51986841535707,0.432900432900433,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",2015-10-01,NA,8.0259420380247,2.59287485235983,0.148743120630671,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",2015-11-01,NA,2.66245797170087,2.56378626254218,0.152137532329226,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",2015-12-01,NA,-4.74598150649721,3.7413901159863,0.0714387769681383,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",2016-01-01,NA,-2.54694201330788,4.54389700587502,0.0484331864193345,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",2016-02-01,NA,-2.51236504994857,2.50059992801727,0.159923236846314,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",2016-03-01,NA,-1.37935948484409,4.60325971459356,0.047192071731949,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",2016-04-01,NA,3.64195057548142,1.56588633048507,0.407830342577488,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",2016-05-01,NA,8.33958870186209,1.98292712927127,0.254323499491353,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",2016-06-01,NA,11.5993032749453,3.43292877875437,0.0848536274925753,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",2016-07-01,NA,14.635051532849,1.26806939873179,0.621890547263682,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",2016-08-01,NA,13.9489877714989,1.81162910111314,0.304692260816575,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",2016-09-01,NA,9.60486032965795,1.24619420637395,0.643915003219575,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",2016-10-01,NA,5.81320212376057,0.835463942968217,1.43266475644699,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",2016-11-01,NA,2.39387418161091,0.867179335547152,1.32978723404255,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",2016-12-01,NA,-1.48378797255757,1.01143462467922,0.977517106549365,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",2017-01-01,NA,0.0681935134917231,2.48736808695456,0.161629222563439,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",2017-02-01,NA,1.3233157788984,2.9583779339361,0.114259597806216,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",2017-03-01,NA,3.54670985709064,1.72539850469392,0.335908632851864,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",2017-04-01,NA,5.91318351688435,1.63033738839542,0.376222723852521,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",2017-05-01,NA,9.62395416159166,0.723187389270582,1.91204588910134,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",2017-06-01,NA,12.0986930368775,1.53883072493371,0.422297297297297,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",2017-07-01,NA,13.2359901924358,1.07004672795164,0.873362445414846,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",2017-08-01,NA,11.9389619097348,1.03295692068934,0.937207122774134,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",2017-09-01,NA,10.5233705126761,1.28724512040248,0.603500301750151,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",2017-10-01,NA,4.5923801020976,1.26214103807776,0.627746390458255,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",2017-11-01,NA,1.66486103708103,2.8492104169401,0.123183050012318,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",2017-12-01,NA,-0.781796958924993,5.10754344083337,0.0383332694445509,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",2018-01-01,NA,2.00339380332343,2.39102488485586,0.174916914465629,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",2018-02-01,NA,2.1484331664992,2.43248843779369,0.169004563123204,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",2018-03-01,NA,0.446683460873096,2.1559220765139,0.215146299483649,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",2018-04-01,NA,0.580723567503549,3.85188265657198,0.0673990698928355,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",2018-05-01,NA,8.30066853641574,1.8928814014618,0.279095729835333,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",2018-06-01,NA,11.7102787775969,2.96513068851948,0.113739763421292,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",2018-07-01,NA,13.0361242866625,1.66793285236547,0.359453630481668,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",2018-08-01,NA,12.5507089111413,0.421900462194579,5.6179775280899,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",2018-09-01,NA,9.60486032965795,1.24217551094843,0.648088139987038,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",2018-10-01,NA,6.42361313459205,0.801249024960405,1.55763239875389,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",2018-11-01,NA,3.39147111623076,0.716240183178799,1.94931773879142,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",2018-12-01,NA,4.13214013650307,2.75735380392143,0.131527028804419,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",2019-01-01,NA,2.68332904029132,3.42154935665116,0.0854189800973776,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",2019-02-01,NA,1.25641436909293,2.52130918373769,0.157306905773163,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",2019-03-01,NA,3.58917597210732,1.34461890511773,0.553097345132743,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",2019-04-01,NA,4.82694167534382,1.94807597387782,0.263504611330698,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",2019-05-01,NA,8.26174837096939,0.887693640846886,1.26903553299492,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",2019-06-01,NA,12.5425950474839,2.03641842458764,0.241138172172655,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",2019-07-01,NA,13.4858225746524,1.3,0.591715976331361,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",2019-08-01,NA,12.987671055003,0.94233751915118,1.12612612612613,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",2019-09-01,NA,10.6764555431791,1.30958008537088,0.583090379008746,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",2019-10-01,NA,4.8212842311594,3.06512642479882,0.106439595529537,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",2019-11-01,NA,-3.63007653897814,4.51741076281535,0.0490027931592101,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
