"","date","Airport","Air_MonthAvg","std","precision","Region","MP1","MP3","PL3","PL2","UBP3","MP5","MP8","UBP1","UBP2","PL1","UBP4"
"30",2014-06-01,"YAKUTAT AIRPORT",9.94,4.575,0.047776881961241,"YF",NA,12.69,14.37,14.95,NA,13.46,14.9,NA,15.66,13.45,NA
"31",2014-07-01,"YAKUTAT AIRPORT",12.6,4.175,0.057370289361397,"YF",NA,15.14,15.71,NA,NA,15.6,16.88,NA,NA,NA,NA
"32",2014-08-01,"YAKUTAT AIRPORT",12.58,3.35,0.0891067052795723,"YF",NA,13.51,13.61,NA,NA,14.64,15.58,NA,NA,NA,NA
"33",2014-09-01,"YAKUTAT AIRPORT",10.64,4.825,0.0429541732663964,"YF",NA,12.09,10.97,NA,11.36,13.19,13.93,11.23,11.43,NA,NA
"34",2014-10-01,"YAKUTAT AIRPORT",5.39,4.4,0.0516528925619835,"YF",NA,NA,5.9,NA,6.59,NA,NA,7.09,7.43,NA,NA
"35",2014-11-01,"YAKUTAT AIRPORT",1.12,4.575,0.047776881961241,"YF",NA,NA,4.55,NA,3.44,NA,NA,4.77,5.28,NA,NA
"36",2014-12-01,"YAKUTAT AIRPORT",0.99,4.975,0.0404030201257544,"YF",NA,NA,3.44,NA,1.96,NA,NA,3.51,3.4,NA,NA
"37",2015-01-01,"YAKUTAT AIRPORT",1.86,4.975,0.0404030201257544,"YF",NA,NA,2.77,NA,2.34,NA,NA,2.97,2.58,NA,NA
"38",2015-02-01,"YAKUTAT AIRPORT",0.85,5.1,0.0384467512495194,"YF",NA,NA,3.23,NA,3.03,NA,NA,3.74,2.9,NA,NA
"39",2015-03-01,"YAKUTAT AIRPORT",1.67,6.8,0.0216262975778547,"YF",NA,NA,4.6,NA,4.53,NA,NA,4.93,4.52,NA,NA
"40",2015-04-01,"YAKUTAT AIRPORT",3.9,4.55,0.0483033450066417,"YF",NA,NA,6.05,NA,8.11,NA,NA,6.94,6.99,NA,NA
"41",2015-05-01,"YAKUTAT AIRPORT",8.6,5.375,0.0346133044889129,"YF",NA,NA,13.7,NA,15.56,NA,NA,11.33,12.28,NA,NA
"42",2015-06-01,"YAKUTAT AIRPORT",12,5.85,0.0292205420410549,"YF",NA,NA,9.53,NA,14.71,NA,16.04,13.2,13.57,17.04,NA
"43",2015-07-01,"YAKUTAT AIRPORT",13.35,4.725,0.0447915791831136,"YF",NA,NA,NA,NA,NA,NA,17.14,NA,NA,16.63,NA
"44",2015-08-01,"YAKUTAT AIRPORT",12.8,4.175,0.057370289361397,"YF",NA,NA,NA,NA,NA,NA,16.12,NA,NA,15.9,NA
"45",2015-09-01,"YAKUTAT AIRPORT",8.73,4.55,0.0483033450066417,"YF",9.74,NA,NA,NA,NA,NA,10.88,NA,9.39,10.51,11.04
"46",2015-10-01,"YAKUTAT AIRPORT",6.71,4,0.0625,"YF",8.07,NA,NA,NA,NA,NA,7.26,NA,7.61,6.67,8.68
"47",2015-11-01,"YAKUTAT AIRPORT",1.48,5.125,0.0380725758477097,"YF",2.28,NA,NA,NA,NA,NA,4.06,NA,1.18,1.27,NA
"48",2015-12-01,"YAKUTAT AIRPORT",-0.05,4.825,0.0429541732663964,"YF",-0.03,NA,NA,NA,NA,NA,2.1,NA,-0.36,-0.2,NA
"49",2016-01-01,"YAKUTAT AIRPORT",2.02,4.55,0.0483033450066417,"YF",-0.16,NA,NA,NA,NA,NA,1.4,NA,-0.23,-0.51,NA
"50",2016-02-01,"YAKUTAT AIRPORT",2.87,4.425,0.0510708927830444,"YF",0.19,NA,NA,NA,NA,NA,1.42,NA,0.38,-0.21,NA
"51",2016-03-01,"YAKUTAT AIRPORT",3.89,5.125,0.0380725758477097,"YF",1.25,NA,NA,NA,NA,NA,2.45,NA,4.94,2.75,NA
"52",2016-04-01,"YAKUTAT AIRPORT",5.86,4.975,0.0404030201257544,"YF",7.42,NA,NA,NA,NA,NA,5.74,NA,10.44,8.49,NA
"53",2016-05-01,"YAKUTAT AIRPORT",9.3,5.975,0.0280107140981425,"YF",NA,NA,NA,NA,NA,NA,NA,NA,10.83,12.67,NA
"54",2016-06-01,"YAKUTAT AIRPORT",12.1,5.975,0.0280107140981425,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",2016-07-01,"YAKUTAT AIRPORT",14.1,4.3,0.0540832882639265,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",2016-08-01,"YAKUTAT AIRPORT",14.28,5.15,0.0377038363653502,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",2016-09-01,"YAKUTAT AIRPORT",10.03,5.525,0.0327593620114248,"YF",NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA
"58",2016-10-01,"YAKUTAT AIRPORT",4.95,4.975,0.0404030201257544,"YF",5.86,NA,NA,NA,NA,4.62,NA,NA,6.09,NA,NA
"59",2016-11-01,"YAKUTAT AIRPORT",2.74,5.525,0.0327593620114248,"YF",4.18,NA,NA,NA,NA,4.06,NA,NA,5.2,NA,NA
"60",2016-12-01,"YAKUTAT AIRPORT",-2.01,6.075,0.0270961404934885,"YF",2.92,NA,NA,NA,NA,2.09,NA,NA,3.39,NA,NA
"61",2017-01-01,"YAKUTAT AIRPORT",-2.33,5.8,0.0297265160523187,"YF",1.37,NA,NA,NA,NA,0.96,NA,NA,1.81,NA,NA
"62",2017-02-01,"YAKUTAT AIRPORT",-1.28,4.85,0.0425124880433627,"YF",0.7,NA,NA,NA,NA,0.64,NA,NA,1.31,NA,NA
"63",2017-03-01,"YAKUTAT AIRPORT",-3.15,6.625,0.0227839088643645,"YF",0.39,NA,NA,NA,NA,0.35,NA,NA,0.61,NA,NA
"64",2017-04-01,"YAKUTAT AIRPORT",5.25,5.675,0.0310504764307477,"YF",1.91,NA,NA,NA,NA,0.67,NA,NA,3.2,NA,NA
"65",2017-05-01,"YAKUTAT AIRPORT",7.42,5.25,0.036281179138322,"YF",9.33,NA,NA,NA,NA,7.55,NA,NA,8.07,NA,NA
"66",2017-06-01,"YAKUTAT AIRPORT",11.11,5.275,0.0359380966285573,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",2017-07-01,"YAKUTAT AIRPORT",13.37,4.7,0.0452693526482571,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",2017-08-01,"YAKUTAT AIRPORT",12.95,3.75,0.0711111111111111,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",2017-09-01,"YAKUTAT AIRPORT",10.64,5.4,0.0342935528120713,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",2017-10-01,"YAKUTAT AIRPORT",5.99,4.3,0.0540832882639265,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",2017-11-01,"YAKUTAT AIRPORT",-0.6,6.525,0.0234876176215851,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",2017-12-01,"YAKUTAT AIRPORT",-0.28,6.4,0.0244140625,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",2018-01-01,"YAKUTAT AIRPORT",0.32,6.525,0.0234876176215851,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",2018-02-01,"YAKUTAT AIRPORT",-2.72,5.8,0.0297265160523187,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",2018-03-01,"YAKUTAT AIRPORT",0.68,6.775,0.0217861957217358,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",2018-04-01,"YAKUTAT AIRPORT",3.84,5.525,0.0327593620114248,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",2018-05-01,"YAKUTAT AIRPORT",7.89,5.275,0.0359380966285573,"YF",12.15,5.64,NA,NA,NA,NA,12.27,NA,NA,NA,NA
"78",2018-06-01,"YAKUTAT AIRPORT",11.02,5.275,0.0359380966285573,"YF",15.06,8.1,NA,15.66,NA,NA,15.06,NA,NA,NA,NA
"79",2018-07-01,"YAKUTAT AIRPORT",13.88,5.125,0.0380725758477097,"YF",17.66,10.04,NA,17.65,NA,NA,17.3,NA,NA,NA,NA
"80",2018-08-01,"YAKUTAT AIRPORT",13.66,3.6,0.0771604938271605,"YF",15.87,10.66,NA,15.22,NA,NA,15.47,NA,NA,NA,NA
"81",2018-09-01,"YAKUTAT AIRPORT",10.3,6.1,0.0268744961031981,"YF",12.92,8.19,NA,12.57,NA,NA,10.26,NA,NA,NA,NA
"82",2018-10-01,"YAKUTAT AIRPORT",8.1,5.525,0.0327593620114248,"YF",8.6,6.34,7.99,7.93,7.77,NA,7.52,7.65,7.89,7.24,4.62
"83",2018-11-01,"YAKUTAT AIRPORT",3.71,4.275,0.0547176909134434,"YF",4.22,5.11,4.43,4.11,5.24,NA,3.75,4.85,5.39,4.18,4.86
"84",2018-12-01,"YAKUTAT AIRPORT",1.79,4,0.0625,"YF",2.73,4.38,2.96,1.68,4.22,NA,2,2.93,4.5,3.34,3.56
"85",2019-01-01,"YAKUTAT AIRPORT",-2,6.225,0.025806035386526,"YF",1.1,2.8,1.35,-0.21,3.13,NA,0.68,0.78,2.71,1.3,2.89
"86",2019-02-01,"YAKUTAT AIRPORT",-1.78,5.375,0.0346133044889129,"YF",0.91,2.23,0.69,-0.7,3.07,NA,0.01,0.24,1.83,0.81,3.4
"87",2019-03-01,"YAKUTAT AIRPORT",3.65,6.525,0.0234876176215851,"YF",0.99,1.67,1.19,0.33,3.05,NA,-0.03,0.89,1.78,0.81,3.76
"88",2019-04-01,"YAKUTAT AIRPORT",4.79,4.825,0.0429541732663964,"YF",4.9,2.42,6.04,6.83,7.84,NA,3.29,7.27,6.43,5.06,8.86
"89",2019-05-01,"YAKUTAT AIRPORT",9.11,4.975,0.0404030201257544,"YF",12.85,5.2,13.04,13.91,12.96,NA,12.82,13.08,11.61,11.46,14.25
"90",2019-06-01,"YAKUTAT AIRPORT",12.78,6.675,0.022443855293243,"YF",16.78,12.54,16.3,15.82,16.04,15.63,16.56,15.5,14.44,13.6,18.01
"91",2019-07-01,"YAKUTAT AIRPORT",15.31,3.9,0.0657462195923734,"YF",19.52,15.52,19.46,18.9,17.47,17.45,18.72,17.02,16.39,17.04,19.78
"92",2019-08-01,"YAKUTAT AIRPORT",13.87,6.525,0.0234876176215851,"YF",17.7,13.43,17.14,16.53,16.01,15.19,16.7,14.75,14.63,14.93,18.22
"93",2019-09-01,"YAKUTAT AIRPORT",10.83,5.25,0.036281179138322,"YF",13.92,10.36,13.69,12.87,12.36,11.56,12.85,11.59,11.51,NA,14.08
"94",2019-10-01,"YAKUTAT AIRPORT",5.71,4.125,0.0587695133149679,"YF",8.65,5.88,7.85,6.87,6.62,7.29,7.72,6.62,6.67,NA,6.76
"95",2019-11-01,"YAKUTAT AIRPORT",3.91,4.425,0.0510708927830445,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",2019-12-01,"YAKUTAT AIRPORT",3.13,4.4,0.0516528925619835,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",2020-01-01,NA,-4.18,3.93916234750486,0.0644454469291744,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",2020-02-01,NA,-2.16,2.38075618239248,0.176429075511644,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",2020-03-01,NA,-2.78,2.00299775336868,0.24925224327019,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",2020-04-01,NA,2.66,0.658027355054484,2.3094688221709,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",2020-05-01,NA,7.62,0.846758525200662,1.39470013947001,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",2020-06-01,NA,11.68,2.53416652965033,0.155714730613516,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",2020-07-01,NA,13.7,2.08326666559997,0.230414746543779,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",2020-08-01,NA,12.78,1.71084774307944,0.341646737273659,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",2020-09-01,NA,9.12,0.892748564826626,1.25470514429109,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",2020-10-01,NA,4.64,1.56140961954255,0.410172272354389,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",2020-11-01,NA,-3.1,3.78219512981549,0.0699056274030059,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",2020-12-01,NA,-4.8,2.36643191323985,0.178571428571429,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",2021-01-01,NA,-6.12,3.99086456798524,0.0627864632385258,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",2021-02-01,NA,-2.52,3.05319504781467,0.10727311735679,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",2021-03-01,NA,-1.2,2.76586333718787,0.130718954248366,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",2021-04-01,NA,3.74,1.49766484902331,0.445831475702184,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",2021-05-01,NA,7.74,0.541294744108974,3.41296928327645,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",2021-06-01,NA,12.7,1.48996644257513,0.45045045045045,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",2021-07-01,NA,14.5,1.30958008537088,0.583090379008746,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",2021-08-01,NA,13.58,1.04498803820905,0.915750915750915,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",2021-09-01,NA,9.68,0.739594483484024,1.82815356489945,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",2021-10-01,NA,5.84,1.161034021896,0.741839762611276,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",2021-11-01,NA,-1.84,1.88361354847538,0.28184892897407,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",2021-12-01,NA,-4.18,3.0548322376196,0.107158165452207,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",2022-01-01,NA,-5.18,2.21855809029198,0.203169443315725,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",2022-02-01,NA,-4.18,1.52052622469986,0.432525951557093,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",2022-03-01,NA,0.26,3.32911399624585,0.0902282775421818,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",2022-04-01,NA,4.56,1.28763348822559,0.60313630880579,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",2022-05-01,NA,7.52,1.22556109598828,0.66577896138482,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",2022-06-01,NA,10.74,1.15887876846545,0.744601638123603,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",2022-07-01,NA,13.1,2.01494416796099,0.246305418719212,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",2022-08-01,NA,12.68,1.15628716156498,0.74794315632012,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",2022-09-01,NA,9.86,1.28569047597001,0.604960677555959,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",2022-10-01,NA,3.74,2.47850761548154,0.162786911932281,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",2022-11-01,NA,-1.7,4.66422555200754,0.0459664444955183,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",2022-12-01,NA,-5.14,2.38600083822282,0.175654312313367,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",2023-01-01,NA,-3.98,2.95160973029972,0.114784205693297,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",2023-02-01,NA,-2.76,2.58418265608296,0.149745432764301,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",2023-03-01,NA,-1.1,2.3032585612562,0.188501413760603,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",2023-04-01,NA,3.5,1.18953772533703,0.706713780918728,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",2023-05-01,NA,7.82,1.06395488626163,0.88339222614841,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",2023-06-01,NA,10.96,1.07377837564369,0.867302688638334,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",2023-07-01,NA,13.6,0.956556323485449,1.09289617486339,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",2023-08-01,NA,13.76,1.16533257055658,0.736377025036819,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",2023-09-01,NA,9.32,1.03778610512957,0.928505106778088,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",2023-10-01,NA,3.66,1.4842506526864,0.453926463912846,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",2023-11-01,NA,-2.3,3.21791858194082,0.0965717044905842,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",2023-12-01,NA,-4.56,3.51468348503816,0.0809519954666883,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",2024-01-01,NA,-3.32,0.506951674225463,3.89105058365759,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",2024-02-01,NA,-1.4,3.18669107382564,0.0984736582964057,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",2024-03-01,NA,1.1,3.07814879432428,0.105540897097625,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",2024-04-01,NA,3.78,2.17876111586378,0.210659363808721,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",2024-05-01,NA,8.14,1.00647901120689,0.987166831194472,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",2024-06-01,NA,13.06,2.78442094518771,0.128982329420869,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",2024-07-01,NA,15.04,1.65015150819554,0.367242012486228,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",2024-08-01,NA,14.18,0.887130204648675,1.27064803049555,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",2024-09-01,NA,9.86,1.11713920350152,0.801282051282051,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",2024-10-01,NA,5.56,1.9919839356782,0.252016129032258,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",2024-11-01,NA,0.54,2.08518584303654,0.229990800367985,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",2024-12-01,NA,-4.3,2.07243817760627,0.232828870779977,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",2025-01-01,NA,-6.76,4.54675708609994,0.0483722730131089,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",2025-02-01,NA,-1,1.40534693225552,0.506329113924051,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",2025-03-01,NA,1.08,1.48727939540626,0.452079566003617,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",2025-04-01,NA,3.66,1.51591556493098,0.435161009573542,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",2025-05-01,NA,8.42,1.03778610512957,0.928505106778088,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",2025-06-01,NA,12.18,2.25765364925624,0.196193839513439,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",2025-07-01,NA,14.36,1.53068612066615,0.426803243704652,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",2025-08-01,NA,14.26,0.760263112349929,1.73010380622837,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",2025-09-01,NA,10.06,1.46389890361322,0.466635557629491,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",2025-10-01,NA,5.52,1.98166596579746,0.254647313470843,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",2025-11-01,NA,-3.18,4.26930907759089,0.0548636637954683,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",2025-12-01,NA,-3.8,2.16564078277077,0.213219616204691,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",2026-01-01,NA,-6.22,3.67518707006868,0.0740356852002665,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",2026-02-01,NA,0.18,2.63666455962832,0.143843498273878,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",2026-03-01,NA,0.58,1.07796103825695,0.860585197934596,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",2026-04-01,NA,4.28,0.782304288624318,1.63398692810457,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",2026-05-01,NA,8.62,1.09635760589326,0.831946755407654,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",2026-06-01,NA,12.52,2.26759784794394,0.194476857253987,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",2026-07-01,NA,14.1,1.32476412994918,0.56980056980057,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",2026-08-01,NA,13.46,1.95524934471284,0.261574679571018,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",2026-09-01,NA,9.82,2.16494803632789,0.213356091316407,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",2026-10-01,NA,4.32,1.80471604414656,0.307031010132023,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
